iter	Passed	Remaining
1442	1952897	753821
1443	1954362	752510
1444	1955771	751178
1445	1957101	749816
1446	1958598	748517
1447	1959791	747102
1448	1960946	745673
1449	1962187	744278
1450	1963500	742909
1451	1964878	741565
1452	1966307	740240
1453	1967483	738821
1454	1968619	737386
1455	1969858	735991
1456	1971200	734634
1457	1972054	733095
1458	1973334	731716
1459	1974565	730318
1460	1975965	728983
1461	1977194	727585
1462	1978500	726216
1463	1979823	724853
1464	1981207	723512
1465	1982280	722058
1466	1983755	720750
1467	1985061	719381
1468	1986544	718076
1469	1987919	716732
1470	1989318	715397
1471	1990637	714032
1472	1991943	712664
1473	1993229	711287
1474	1994362	709857
1475	1995633	708477
1476	1997112	707169
1477	1998345	705775
1478	1999565	704377
1479	2000863	703006
1480	2002256	701668
1481	2003829	700393
1482	2005399	699117
1483	2006656	697732
1484	2007637	696251
1485	2009191	694969
1486	2010566	693625
1487	2010836	691900
1488	2012067	690507
1489	2013607	689221
1490	2015144	687933
1491	2016118	686453
1492	2017457	685097
1493	2017714	683375
1494	2018990	682000
1495	2020518	680709
1496	2021751	679319
1497	2023195	678000
1498	2024333	676578
1499	2025547	675182
1500	2027052	673883
1501	2028372	672523
1502	2029775	671189
1503	2031254	669881
1504	2032380	668457
1505	2033761	667117
1506	2034862	665685
1507	2036031	664275
1508	2037286	662894
1509	2038631	661542
1510	2039778	660126
1511	2040936	658715
1512	2041749	657192
1513	2043037	655823
1514	2044402	654478
1515	2045828	653153
1516	2047277	651835
1517	2048560	650465
1518	2049598	649016
1519	2050740	647602
1520	2052232	646298
1521	2053513	644927
1522	2054732	643537
1523	2056118	642199
1524	2057166	640756
1525	2058302	639341
1526	2058547	637651
1527	2059833	636283
1528	2061119	634916
1529	2062480	633572
1530	2063598	632153
1531	2065002	630823
1532	2066262	629448
1533	2067625	628105
1534	2068642	626657
1535	2069916	625287
1536	2071051	623875
1537	2072298	622498
1538	2073640	621148
1539	2074790	619742
1540	2076325	618451
1541	2077604	617083
1542	2079218	615815
1543	2080646	614491
1544	2082004	613146
1545	2083076	611718
1546	2084164	610295
1547	2085349	608900
1548	2086664	607544
1549	2088109	606225
1550	2089444	604874
1551	2090823	603536
1552	2092004	602141
1553	2093126	600729
1554	2094125	599283
1555	2095461	597933
1556	2096845	596597
1557	2097851	595154
1558	2098097	593496
1559	2099255	592097
1560	2100350	590681
1561	2101462	589270
1562	2102816	587927
1563	2104198	586592
1564	2105470	585226
1565	2106710	583852
1566	2108168	582537
1567	2109260	581122
1568	2110483	579744
1569	2111888	578415
1570	2113277	577082
1571	2114416	575680
1572	2115423	574244
1573	2116721	572886
1574	2117910	571499
1575	2119402	570194
1576	2120629	568818
1577	2121522	567352
1578	2122744	565975
1579	2124123	564640
1580	2125326	563258
1581	2126732	561930
1582	2127909	560542
1583	2129456	559251
1584	2131108	557987
1585	2132600	556681
1586	2134017	555355
1587	2135302	553995
1588	2136613	552642
1589	2137423	551159
1590	2138799	549823
1591	2140395	548543
1592	2141608	547165
1593	2142942	545818
1594	2144204	544453
1595	2145539	543106
1596	2146653	541704
1597	2148042	540371
1598	2149593	539078
1599	2150749	537687
1600	2152098	536344
1601	2153557	535028
1602	2154871	533676
1603	2156087	532300
1604	2157442	530959
1605	2158451	529532
1606	2159668	528157
1607	2161055	526824
1608	2162075	525401
1609	2163446	524064
1610	2164687	522696
1611	2165989	521342
1612	2167297	519990
1613	2168421	518593
1614	2169549	517199
1615	2170761	515824
1616	2172320	514532
1617	2173658	513187
1618	2174873	511814
1619	2176048	510431
1620	2177260	509057
1621	2178611	507715
1622	2179992	506381
1623	2181480	505071
1624	2182809	503725
1625	2184670	502501
1626	2185994	501152
1627	2187372	499817
1628	2188673	498463
1629	2189948	497104
1630	2191319	495767
1631	2192611	494412
1632	2193918	493060
1633	2195074	491675
1634	2196584	490369
1635	2197991	489039
1636	2199170	487659
1637	2200600	486335
1638	2201753	484949
1639	2203144	483617
1640	2204342	482241
1641	2205691	480899
1642	2206922	479532
1643	2208322	478201
1644	2209604	476844
1645	2210738	475456
1646	2212157	474129
1647	2213234	472729
1648	2214790	471432
1649	2215991	470058
1650	2217125	468671
